adopted,animal_type,sex,intake_condition,intake_type,age_years
0,cat,Male,normal,stray,0.5804243668720055
0,cat,Spayed,fractious,stray,0.2518822724161533
1,dog,Neutered,normal,stray,0.5284052019164955
1,cat,Neutered,fractious,stray,0.08487337440109514
0,rabbit,Neutered,normal,stray,0.5804243668720055
1,dog,Female,injured severe,stray,0.5037645448323066
0,dog,Male,normal,stray,11.994524298425736
1,rabbit,Spayed,normal,stray,0.917180013689254
0,cat,Female,under age/weight,stray,0.08213552361396304
1,dog,Neutered,normal,stray,4.999315537303217
0,cat,Spayed,normal,stray,0.999315537303217
1,cat,Spayed,under age/weight,stray,0.08487337440109514
0,cat,Female,under age/weight,stray,0.08213552361396304
1,dog,Spayed,ill moderate,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.15879534565366188
0,dog,Female,ill moderate,stray,12.999315537303216
0,dog,Female,under age/weight,stray,0.16700889801505817
0,dog,Male,normal,stray,5.500342231348392
0,cat,Neutered,injured severe,stray,4.999315537303217
0,cat,Neutered,fractious,stray,2.9979466119096507
0,dog,Male,normal,stray,0.9965776865160849
0,dog,Neutered,normal,stray,6.0013689253935665
0,cat,Spayed,normal,stray,4
1,cat,Spayed,under age/weight,stray,0.08213552361396304
1,cat,Spayed,under age/weight,stray,0.08213552361396304
0,cat,Female,normal,stray,0.2518822724161533
0,cat,Female,under age/weight,stray,0.06023271731690623
0,cat,Male,under age/weight,stray,0.06023271731690623
0,cat,Male,under age/weight,stray,0.06023271731690623
1,cat,Spayed,under age/weight,stray,0.12320328542094455
1,cat,Spayed,normal,stray,2.9979466119096507
1,cat,Neutered,ill mild,stray,0.4161533196440794
0,dog,Neutered,normal,stray,0.4188911704312115
0,rabbit,Neutered,normal,stray,1.998631074606434
0,cat,Male,under age/weight,stray,0.0027378507871321013
0,dog,Female,injured mild,stray,0.999315537303217
1,dog,Female,normal,stray,0.33675564681724846
0,dog,Female,normal,other,1.995893223819302
1,cat,Spayed,under age/weight,stray,0.07392197125256673
0,cat,Male,under age/weight,stray,0.243668720054757
0,cat,Unknown,under age/weight,stray,0.12320328542094455
0,cat,Female,under age/weight,stray,0.038329911019849415
0,cat,Unknown,under age/weight,stray,0.12320328542094455
0,cat,Male,under age/weight,stray,0.04106776180698152
0,cat,Unknown,ill moderate,stray,9.998631074606434
1,cat,Spayed,normal,owner surrender,7.277207392197125
0,cat,Male,under age/weight,stray,0.038329911019849415
0,cat,Female,under age/weight,stray,0.038329911019849415
0,dog,Spayed,normal,stray,6.0013689253935665
0,dog,Male,normal,stray,2.9979466119096507
0,cat,Female,under age/weight,stray,0.07665982203969883
0,cat,Female,normal,stray,0.999315537303217
0,cat,Spayed,ill mild,stray,8
1,cat,Female,normal,stray,4.999315537303217
0,rabbit,Neutered,normal,stray,0.999315537303217
0,reptile,Unknown,normal,stray,0.999315537303217
0,dog,Male,ill moderate,stray,8
0,dog,Female,normal,stray,0.33401779603011633
0,dog,Neutered,fractious,stray,0.9965776865160849
0,reptile,Unknown,normal,stray,0.999315537303217
0,cat,Neutered,under age/weight,stray,0.08487337440109514
1,dog,Female,normal,stray,0.999315537303217
1,cat,Neutered,under age/weight,stray,0.09308692676249145
1,cat,Spayed,under age/weight,stray,0.09308692676249145
0,dog,Male,normal,stray,1.002053388090349
0,cat,Female,under age/weight,stray,0.07665982203969883
1,cat,Neutered,ill moderate,stray,5.9958932238193015
0,cat,Male,normal,stray,0.019164955509924708
0,cat,Female,normal,stray,0.019164955509924708
0,cat,Male,normal,stray,0.16153319644079397
1,dog,Spayed,normal,stray,0.919917864476386
0,cat,Male,normal,stray,1.998631074606434
1,dog,Neutered,ill moderate,stray,3.0006844626967832
0,dog,Spayed,normal,confiscate,3.0006844626967832
0,cat,Male,under age/weight,stray,0.10130047912388775
0,dog,Female,injured severe,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.057494866529774126
0,dog,Female,fractious,other,7.000684462696783
1,cat,Neutered,under age/weight,stray,0.008213552361396304
1,cat,Male,ill moderate,stray,0.06570841889117043
0,dog,Female,normal,stray,0.999315537303217
0,cat,Female,under age/weight,stray,0.10951403148528405
1,cat,Neutered,normal,stray,0.2464065708418891
0,dog,Male,normal,stray,3.0006844626967832
0,dog,Neutered,normal,stray,5.9986310746064335
0,dog,Female,normal,owner surrender,2.4969199178644765
0,cat,Neutered,ill moderate,stray,7.9808350444900755
0,dog,Female,normal,stray,0.2518822724161533
1,cat,Spayed,ill mild,stray,0.24914442162902123
0,cat,Male,normal,stray,0.08213552361396304
0,cat,Male,injured severe,stray,1.998631074606434
0,cat,Male,normal,stray,0.08213552361396304
0,dog,Male,normal,welfare seized,9.809719370294319
1,dog,Neutered,injured moderate,stray,3.0006844626967832
1,cat,Unknown,under age/weight,stray,0.038329911019849415
0,cat,Unknown,under age/weight,stray,0
0,cat,Female,injured moderate,stray,11.000684462696784
0,dog,Male,normal,stray,2.9979466119096507
0,dog,Spayed,normal,welfare seized,1.9931553730321698
0,cat,Unknown,under age/weight,stray,0
0,cat,Unknown,under age/weight,stray,0
0,dog,Male,ill mild,stray,0.999315537303217
0,cat,Unknown,under age/weight,stray,0
0,dog,Male,injured severe,stray,2.001368925393566
0,reptile,Female,normal,stray,0.07665982203969883
0,dog,Female,injured mild,stray,1.998631074606434
0,guinea pig,Female,normal,stray,0.24914442162902123
0,reptile,Male,injured severe,stray,1.002053388090349
0,dog,Male,normal,stray,5.984941820670773
0,dog,Male,normal,owner surrender,0.4161533196440794
0,cat,Unknown,under age/weight,stray,0.008213552361396304
0,dog,Spayed,normal,owner surrender,8
0,cat,Male,under age/weight,stray,0.09856262833675565
1,cat,Spayed,normal,stray,0.057494866529774126
0,cat,Male,under age/weight,stray,0.008213552361396304
1,dog,Neutered,normal,stray,0.837782340862423
0,cat,Neutered,injured moderate,stray,0.11498973305954825
1,cat,Neutered,injured moderate,stray,0.08487337440109514
0,dog,Male,normal,stray,0.2518822724161533
0,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.008213552361396304
0,cat,Male,injured severe,stray,0.999315537303217
1,dog,Male,normal,stray,0.49828884325804246
0,dog,Neutered,normal,stray,6.0013689253935665
0,cat,Male,ill severe,stray,3.0006844626967832
0,dog,Neutered,normal,stray,0.3915126625598905
0,dog,Male,normal,owner surrender,10.160164271047227
0,cat,Male,ill moderate,stray,0.16700889801505817
0,dog,Female,normal,stray,3.898699520876112
0,reptile,Unknown,normal,other,1.998631074606434
0,dog,Neutered,normal,stray,3.701574264202601
0,reptile,Unknown,normal,other,0.999315537303217
0,dog,Spayed,normal,owner surrender,4.251882272416153
0,cat,Unknown,under age/weight,stray,0.008213552361396304
1,dog,Female,normal,stray,4
0,cat,Male,under age/weight,stray,0.008213552361396304
0,cat,Female,under age/weight,stray,0.008213552361396304
0,cat,Spayed,normal,owner surrender,9.998631074606434
0,cat,Unknown,under age/weight,stray,0
0,dog,Unknown,under age/weight,stray,0.13415468856947296
0,dog,Neutered,normal,return,3.0663928815879533
0,dog,Unknown,under age/weight,stray,0.13415468856947296
1,dog,Spayed,normal,stray,0.49828884325804246
0,dog,Spayed,fractious,stray,1.998631074606434
0,cat,Male,ill severe,stray,0.08487337440109514
0,cat,Male,ill moderate,stray,0.08487337440109514
0,cat,Male,under age/weight,stray,0.057494866529774126
0,cat,Male,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,stray,0.1697467488021903
0,cat,Female,normal,stray,0.16700889801505817
1,cat,Neutered,normal,stray,2.001368925393566
1,cat,Male,normal,stray,0.16700889801505817
1,dog,Neutered,normal,stray,3.0006844626967832
0,dog,Female,normal,stray,0.1697467488021903
0,cat,Female,under age/weight,stray,0.008213552361396304
0,cat,Unknown,normal,other,1.998631074606434
1,cat,Neutered,under age/weight,stray,0.11498973305954825
0,cat,Spayed,normal,stray,2.004106776180698
0,cat,Neutered,normal,stray,1.3607118412046544
1,dog,Neutered,normal,stray,4
0,dog,Female,normal,owner surrender,2.9979466119096507
1,cat,Neutered,normal,stray,0.2053388090349076
1,dog,Spayed,ill mild,stray,0.33127994524298426
0,cat,Male,injured severe,stray,0.2518822724161533
0,cat,Male,ill mild,stray,0.16700889801505817
1,cat,Neutered,under age/weight,stray,0.08487337440109514
0,dog,Spayed,normal,owner surrender,2.3846680355920604
0,dog,Spayed,normal,owner surrender,2.0150581793292264
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
1,rabbit,Spayed,injured mild,stray,0.5037645448323066
1,rabbit,Neutered,injured mild,stray,0.5037645448323066
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
0,cat,Female,normal,stray,0.5037645448323066
0,dog,Male,normal,stray,2.223134839151266
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
0,dog,Male,normal,owner surrender,3.0006844626967832
1,dog,Neutered,normal,stray,0.8323066392881588
0,dog,Spayed,other,stray,5.861738535249829
1,dog,Male,normal,stray,2.001368925393566
0,dog,Female,fractious,stray,8.583162217659138
1,dog,Neutered,normal,stray,1.998631074606434
0,cat,Male,under age/weight,stray,0.038329911019849415
0,cat,Female,under age/weight,stray,0.008213552361396304
0,dog,Male,normal,stray,3.0006844626967832
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
0,dog,Male,normal,stray,15.000684462696784
0,cat,Female,under age/weight,stray,0.038329911019849415
0,dog,Female,injured severe,stray,0.8076659822039699
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
1,dog,Female,injured mild,stray,0.999315537303217
0,cat,Female,ill severe,stray,0.5010266940451745
0,cat,Male,normal,stray,9.998631074606434
1,cat,Male,normal,welfare seized,4.999315537303217
0,dog,Female,other,stray,0.999315537303217
1,dog,Spayed,normal,stray,1.998631074606434
0,rabbit,Unknown,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Neutered,injured severe,stray,2.9979466119096507
0,dog,Neutered,injured mild,stray,2.001368925393566
0,dog,Male,normal,stray,0.49555099247091033
0,cat,Male,under age/weight,stray,0.08487337440109514
1,cat,Neutered,normal,owner surrender,2.9979466119096507
0,cat,Spayed,normal,stray,1.998631074606434
0,cat,Spayed,normal,owner surrender,2.9979466119096507
1,cat,Spayed,normal,owner surrender,2.9979466119096507
1,dog,Neutered,injured moderate,stray,8.101300479123887
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
1,cat,Spayed,normal,stray,1.9876796714579055
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
0,dog,Male,other,other,8.999315537303216
1,cat,Neutered,normal,stray,0.999315537303217
1,dog,Spayed,normal,stray,1.998631074606434
0,dog,Female,normal,stray,6.223134839151267
0,cat,Female,injured moderate,stray,6.0013689253935665
0,cat,Unknown,under age/weight,stray,0.08487337440109514
0,cat,Male,under age/weight,stray,0.13415468856947296
0,cat,Unknown,under age/weight,stray,0
0,dog,Male,normal,stray,4
0,dog,Female,normal,owner surrender,1.998631074606434
0,cat,Male,under age/weight,stray,0.08213552361396304
0,dog,Unknown,under age/weight,stray,0
1,cat,Neutered,under age/weight,stray,0.08213552361396304
0,cat,Neutered,fractious,stray,1.998631074606434
0,dog,Spayed,normal,return,1.1909650924024642
0,cat,Unknown,under age/weight,stray,0
1,rabbit,Neutered,normal,stray,3.0006844626967832
0,reptile,Male,normal,stray,2.9979466119096507
0,cat,Spayed,normal,stray,9.998631074606434
0,cat,Female,under age/weight,stray,0.03285420944558522
0,dog,Spayed,ill mild,owner surrender,0.16700889801505817
0,cat,Male,under age/weight,stray,0.049281314168377825
1,cat,Spayed,injured severe,stray,0.16700889801505817
0,dog,Neutered,other,confiscate,8.793976728268309
0,cat,Male,under age/weight,stray,0.07939767282683094
0,cat,Male,under age/weight,stray,0.0054757015742642025
0,cat,Male,injured severe,stray,3.0006844626967832
0,cat,Unknown,under age/weight,stray,0
0,dog,Male,normal,stray,2.001368925393566
0,dog,Female,normal,stray,2.001368925393566
0,cat,Spayed,under age/weight,stray,0.08487337440109514
0,cat,Neutered,under age/weight,stray,0.08487337440109514
0,dog,Spayed,normal,stray,0.2464065708418891
1,dog,Spayed,normal,return,0.2464065708418891
0,cat,Unknown,feral,stray,4
0,cat,Female,under age/weight,stray,0.013689253935660506
0,dog,Spayed,normal,stray,6.995208761122519
0,cat,Female,under age/weight,stray,0.06023271731690623
0,cat,Male,injured severe,stray,7.000684462696783
1,dog,Neutered,normal,stray,3.0006844626967832
0,dog,Male,injured severe,stray,1.998631074606434
0,cat,Spayed,ill mild,stray,0.057494866529774126
0,rabbit,Neutered,normal,stray,1.002053388090349
0,cat,Spayed,under age/weight,stray,0.05201916495550993
0,cat,Neutered,normal,other,0.32854209445585214
0,cat,Neutered,normal,stray,0.33675564681724846
0,cat,Neutered,normal,return,0.22176591375770022
1,cat,Neutered,normal,stray,3.0006844626967832
0,dog,Female,normal,owner surrender,6.997946611909651
1,dog,Neutered,normal,owner surrender,11.329226557152635
0,dog,Spayed,ill moderate,stray,0
0,cat,Female,normal,stray,0.49555099247091033
0,cat,Male,normal,owner surrender,2.001368925393566
0,cat,Unknown,under age/weight,stray,0
0,cat,Male,under age/weight,owner surrender,0.09856262833675565
0,cat,Female,under age/weight,stray,0.038329911019849415
0,cat,Female,ill severe,stray,10.001368925393566
1,dog,Neutered,normal,stray,0
0,dog,Male,normal,stray,0.999315537303217
0,cat,Male,under age/weight,stray,0.13415468856947296
1,cat,Neutered,under age/weight,stray,0.0027378507871321013
0,dog,Spayed,normal,return,0.947296372347707
0,dog,Neutered,normal,stray,2.6940451745379876
1,cat,Neutered,normal,stray,0.33675564681724846
0,cat,Female,normal,stray,0.08487337440109514
0,dog,Neutered,normal,stray,5.9986310746064335
0,dog,Female,normal,stray,2.001368925393566
1,cat,Spayed,normal,stray,0.33401779603011633
0,dog,Female,normal,stray,2.001368925393566
0,cat,Female,under age/weight,stray,0.13963039014373715
1,cat,Neutered,normal,stray,7.997262149212868
0,dog,Male,normal,stray,3.0006844626967832
0,cat,Female,under age/weight,stray,0.13963039014373715
0,reptile,Unknown,normal,stray,0.999315537303217
0,dog,Male,injured severe,owner surrender,3.7508555783709787
0,cat,Male,under age/weight,stray,0.16427104722792607
0,dog,Male,normal,stray,4.999315537303217
1,cat,Neutered,normal,stray,0.08487337440109514
0,dog,Male,normal,stray,9.998631074606434
0,dog,Spayed,normal,stray,6.997946611909651
0,dog,Male,normal,stray,4.999315537303217
0,cat,Male,under age/weight,stray,0
0,dog,Neutered,normal,stray,4.999315537303217
0,cat,Unknown,under age/weight,stray,0
0,dog,Female,normal,stray,9.00205338809035
1,cat,Neutered,normal,return,0.2108145106091718
1,dog,Spayed,normal,stray,1.998631074606434
0,dog,Neutered,normal,stray,3.0006844626967832
0,dog,Male,normal,stray,2.001368925393566
0,cat,Male,ill mild,stray,0.03559206023271732
0,dog,Male,normal,stray,7.000684462696783
0,cat,Female,normal,stray,0.08487337440109514
0,cat,Female,normal,owner surrender,1.998631074606434
0,cat,Female,normal,return,2.0479123887748116
0,dog,Male,normal,stray,8
1,dog,Neutered,normal,return,2.1683778234086244
0,cat,Female,normal,stray,1.998631074606434
1,dog,Neutered,normal,return,3.3073237508555784
0,dog,Male,normal,stray,1.998631074606434
0,cat,Female,under age/weight,stray,0
0,dog,Spayed,ill moderate,stray,0
1,cat,Spayed,normal,stray,0.999315537303217
0,dog,Neutered,normal,stray,0
0,rabbit,Female,normal,stray,1.998631074606434
0,dog,Male,normal,stray,0.1697467488021903
1,dog,Spayed,normal,stray,0.999315537303217
0,cat,Unknown,under age/weight,stray,0.08487337440109514
0,cat,Female,normal,stray,2.001368925393566
0,cat,Unknown,under age/weight,stray,0
0,dog,Female,normal,stray,4.251882272416153
0,cat,Unknown,under age/weight,stray,0
0,cat,Unknown,under age/weight,stray,0
0,cat,Female,ill severe,stray,7.000684462696783
0,dog,Male,normal,stray,0.4188911704312115
0,dog,Female,injured mild,stray,4.999315537303217
0,dog,Male,normal,stray,1.998631074606434
0,dog,Spayed,normal,stray,12.295687885010267
0,dog,Female,normal,stray,0.999315537303217
1,dog,Neutered,normal,stray,4
0,cat,Male,under age/weight,stray,0.0027378507871321013
0,dog,Female,normal,stray,1.2402464065708418
0,cat,Female,under age/weight,stray,0.0027378507871321013
0,cat,Female,under age/weight,stray,0.07392197125256673
1,cat,Neutered,under age/weight,stray,0
1,cat,Female,under age/weight,stray,0.10951403148528405
1,cat,Female,under age/weight,stray,0.10951403148528405
0,dog,Neutered,normal,owner surrender,4.005475701574264
1,cat,Spayed,under age/weight,stray,0.08487337440109514
0,cat,Female,under age/weight,stray,0
1,dog,Neutered,normal,stray,4.16974674880219
0,dog,Female,normal,stray,4
0,cat,Spayed,normal,owner surrender,1.5058179329226558
1,cat,Spayed,under age/weight,stray,0
0,dog,Male,normal,stray,5.757700205338809
0,reptile,Male,normal,stray,2.001368925393566
0,dog,Female,normal,stray,7.293634496919918
1,cat,Spayed,normal,stray,0.4188911704312115
0,cat,Unknown,under age/weight,stray,0
0,dog,Neutered,normal,stray,8
1,cat,Female,under age/weight,stray,0
0,cat,Unknown,under age/weight,stray,0
0,dog,Male,normal,stray,4
0,cat,Female,under age/weight,stray,0.07939767282683094
1,cat,Neutered,normal,stray,4
0,cat,Male,under age/weight,stray,0.038329911019849415
0,cat,Female,normal,stray,0.1697467488021903
1,cat,Spayed,normal,stray,1.998631074606434
0,cat,Female,normal,stray,0.1697467488021903
0,cat,Male,under age/weight,stray,0.038329911019849415
1,cat,Neutered,under age/weight,stray,0.07118412046543464
0,cat,Female,under age/weight,stray,0.008213552361396304
0,rabbit,Spayed,normal,stray,0.999315537303217
0,dog,Female,normal,stray,1.998631074606434
0,cat,Male,under age/weight,stray,0
0,cat,Male,under age/weight,stray,0.049281314168377825
1,cat,Spayed,normal,stray,0.16700889801505817
0,dog,Neutered,normal,stray,7.852156057494867
0,dog,Female,normal,stray,2.9924709103353866
0,cat,Male,ill mild,stray,0.08487337440109514
0,cat,Female,normal,stray,0.1697467488021903
1,dog,Neutered,normal,stray,1.998631074606434
0,cat,Spayed,normal,stray,0.999315537303217
0,dog,Male,normal,stray,8
1,cat,Spayed,normal,stray,0.12594113620807665
0,cat,Male,normal,stray,0.1697467488021903
0,cat,Male,under age/weight,stray,0.0054757015742642025
0,dog,Spayed,normal,stray,4.999315537303217
0,dog,Male,normal,stray,0.243668720054757
0,dog,Male,ill mild,stray,11.967145790554415
1,cat,Female,under age/weight,return,0.10130047912388775
0,dog,Female,normal,stray,3.0006844626967832
1,rabbit,Spayed,normal,stray,0.999315537303217
0,dog,Female,normal,stray,12.999315537303216
1,rabbit,Spayed,normal,stray,0.999315537303217
0,dog,Male,other,stray,4.999315537303217
1,cat,Male,under age/weight,stray,0.013689253935660506
0,dog,Male,normal,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.008213552361396304
0,dog,Neutered,normal,stray,1.998631074606434
1,cat,Spayed,under age/weight,stray,0.08213552361396304
0,cat,Female,fractious,stray,0.08487337440109514
0,dog,Neutered,normal,stray,2.220396988364134
1,dog,Neutered,normal,owner surrender,0.837782340862423
0,dog,Male,injured severe,stray,2.9979466119096507
0,cat,Spayed,normal,stray,0.999315537303217
0,dog,Neutered,normal,stray,4.933607118412047
1,dog,Female,normal,stray,3.0006844626967832
0,cat,Spayed,fractious,stray,0.16700889801505817
0,cat,Female,normal,stray,0.2518822724161533
1,cat,Neutered,under age/weight,stray,0.08487337440109514
1,cat,Spayed,under age/weight,stray,0.05475701574264202
0,dog,Male,normal,stray,0.999315537303217
0,dog,Male,normal,stray,3.994524298425736
0,dog,Female,normal,stray,1.998631074606434
1,dog,Neutered,normal,stray,0.999315537303217
0,dog,Female,injured severe,stray,0.999315537303217
0,dog,Female,normal,stray,4.982888432580425
0,dog,Male,normal,stray,2.001368925393566
0,dog,Neutered,normal,stray,0.999315537303217
0,cat,Male,normal,stray,0.5037645448323066
0,dog,Spayed,normal,stray,0.7282683093771389
0,dog,Male,normal,stray,4
0,dog,Male,normal,stray,0.4134154688569473
0,dog,Female,normal,stray,0.4134154688569473
0,dog,Female,normal,stray,2.001368925393566
0,cat,Male,ill mild,stray,0.08487337440109514
0,dog,Spayed,injured moderate,stray,7.000684462696783
0,dog,Female,normal,stray,4
0,dog,Female,normal,stray,2.001368925393566
0,dog,Female,under age/weight,stray,0.09308692676249145
1,dog,Spayed,normal,stray,5.002053388090349
0,cat,Female,under age/weight,stray,0.08213552361396304
0,dog,Neutered,normal,stray,3.0006844626967832
0,dog,Male,normal,stray,2.9979466119096507
0,dog,Spayed,normal,stray,1.002053388090349
1,cat,Female,normal,stray,0.06297056810403832
1,cat,Female,normal,stray,0.06297056810403832
0,dog,Female,normal,stray,2.001368925393566
0,dog,Male,normal,stray,1.998631074606434
0,dog,Neutered,normal,stray,7.923340177960301
1,dog,Spayed,normal,stray,1.998631074606434
0,dog,Male,normal,stray,0.6652977412731006
1,dog,Female,normal,stray,0.999315537303217
1,cat,Neutered,normal,stray,1.998631074606434
0,dog,Spayed,normal,stray,0.16153319644079397
0,dog,Male,normal,stray,3.0006844626967832
1,cat,Spayed,normal,stray,3.0006844626967832
0,cat,Male,normal,stray,0.16700889801505817
0,cat,Male,under age/weight,stray,0.12594113620807665
0,cat,Female,under age/weight,stray,0.12594113620807665
0,dog,Female,normal,stray,4
0,cat,Female,under age/weight,stray,0.12594113620807665
0,dog,Neutered,normal,stray,11.080082135523615
0,cat,Spayed,normal,stray,1.998631074606434
0,dog,Neutered,normal,stray,2.9979466119096507
0,cat,Spayed,fractious,stray,1.998631074606434
0,cat,Neutered,normal,stray,1.998631074606434
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Male,normal,stray,2.001368925393566
1,dog,Neutered,other,stray,11.997262149212867
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Male,normal,owner surrender,0.16700889801505817
0,cat,Female,fractious,stray,0.08487337440109514
1,cat,Female,under age/weight,stray,0
0,cat,Female,under age/weight,stray,0.15058179329226556
0,cat,Male,under age/weight,stray,0.08487337440109514
0,cat,Neutered,normal,stray,0.16427104722792607
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Female,normal,stray,1.998631074606434
0,cat,Male,under age/weight,stray,0.08487337440109514
1,cat,Spayed,normal,stray,0.16700889801505817
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Female,normal,stray,0.459958932238193
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Unknown,injured severe,stray,6.0013689253935665
1,cat,Male,normal,owner surrender,0.5859000684462696
0,cat,Female,under age/weight,stray,0.08487337440109514
1,cat,Spayed,fractious,stray,0.16700889801505817
0,cat,Female,fractious,stray,0.16700889801505817
0,dog,Female,normal,stray,1.998631074606434
0,cat,Male,under age/weight,stray,0.08487337440109514
0,dog,Female,normal,stray,2.9979466119096507
0,dog,Spayed,normal,stray,1.002053388090349
0,dog,Male,ill severe,stray,3.0006844626967832
1,dog,Spayed,normal,stray,0.24914442162902123
0,cat,Male,normal,stray,0.999315537303217
0,dog,Female,normal,stray,1.998631074606434
0,dog,Female,normal,stray,5.9986310746064335
1,dog,Neutered,normal,owner surrender,1.002053388090349
0,dog,Female,normal,stray,4
0,cat,Female,under age/weight,stray,0.14236824093086928
0,cat,Female,normal,stray,0.06570841889117043
0,dog,Male,normal,stray,3.0006844626967832
0,cat,Male,normal,stray,0.4188911704312115
0,cat,Female,under age/weight,stray,0.06297056810403832
0,cat,Female,under age/weight,stray,0.06297056810403832
0,cat,Neutered,under age/weight,stray,0.08487337440109514
0,dog,Neutered,other,owner surrender,13.618069815195073
0,dog,Female,normal,stray,3.0006844626967832
0,rabbit,Neutered,normal,stray,3.0006844626967832
0,dog,Male,normal,stray,2.9979466119096507
0,cat,Male,normal,stray,1.002053388090349
0,dog,Female,under age/weight,confiscate,0.0054757015742642025
0,dog,Neutered,normal,confiscate,3.9616700889801506
0,dog,Male,under age/weight,confiscate,3.2114989733059547
0,cat,Female,under age/weight,stray,0.038329911019849415
0,dog,Spayed,normal,confiscate,0.999315537303217
0,dog,Male,normal,confiscate,0.999315537303217
0,cat,Male,under age/weight,stray,0.038329911019849415
0,cat,Neutered,other,stray,4
0,dog,Male,normal,stray,5.987679671457905
0,cat,Male,normal,stray,0.16700889801505817
0,cat,Male,normal,owner surrender,0.16700889801505817
0,dog,Spayed,ill mild,stray,10.001368925393566
0,dog,Male,normal,stray,8
0,cat,Male,normal,owner surrender,0.16700889801505817
0,dog,Male,normal,stray,9.998631074606434
0,cat,Male,normal,owner surrender,0.4188911704312115
0,dog,Neutered,normal,stray,4
0,dog,Female,normal,stray,1.4948665297741273
0,cat,Female,under age/weight,stray,0.008213552361396304
1,dog,Spayed,other,owner surrender,6.291581108829569
0,dog,Spayed,normal,stray,4
0,dog,Female,normal,stray,3.0006844626967832
0,dog,Neutered,normal,stray,0.5037645448323066
1,dog,Female,normal,stray,3.0006844626967832
0,cat,Female,normal,stray,1.998631074606434
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.08487337440109514
0,dog,Female,normal,stray,0.6625598904859685
0,dog,Male,injured severe,confiscate,9.297741273100616
0,dog,Spayed,injured mild,stray,5.645448323066393
0,dog,Female,under age/weight,stray,0.999315537303217
0,cat,Male,under age/weight,stray,0.10951403148528405
0,cat,Male,under age/weight,stray,0.01642710472279261
0,dog,Male,normal,stray,4.999315537303217
0,dog,Female,normal,stray,3.0006844626967832
0,cat,Spayed,normal,stray,0.5010266940451745
0,dog,Female,normal,stray,0.999315537303217
0,cat,Male,normal,stray,0.24914442162902123
0,dog,Neutered,normal,stray,5.374401095140315
0,dog,Male,normal,stray,1.242984257357974
0,dog,Male,normal,stray,3.0006844626967832
1,dog,Neutered,normal,stray,3.8466803559206024
0,cat,Male,normal,stray,0.16700889801505817
0,cat,Female,under age/weight,stray,0.01642710472279261
0,dog,Female,normal,stray,0.999315537303217
0,dog,Male,normal,stray,4.999315537303217
1,dog,Neutered,normal,stray,2.9952087611225187
1,dog,Spayed,normal,stray,1.998631074606434
0,cat,Neutered,fractious,stray,0.999315537303217
1,dog,Neutered,normal,stray,1.998631074606434
0,dog,Male,normal,stray,3.0006844626967832
0,dog,Female,injured mild,stray,6.0013689253935665
0,dog,Neutered,normal,stray,3.1074606433949348
0,dog,Male,ill mild,stray,3.0006844626967832
1,reptile,Unknown,normal,stray,4
0,cat,Female,injured severe,stray,1.5058179329226558
0,cat,Male,normal,stray,0.16700889801505817
0,dog,Female,normal,stray,0.999315537303217
0,dog,Male,normal,stray,3.0006844626967832
1,rabbit,Neutered,normal,stray,0.999315537303217
0,cat,Neutered,under age/weight,stray,0.05475701574264202
0,cat,Unknown,ill mild,stray,0.12594113620807665
0,dog,Female,normal,stray,0.6625598904859685
1,dog,Neutered,normal,owner surrender,0.5804243668720055
0,dog,Neutered,normal,stray,3.4113620807665983
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Neutered,ill moderate,stray,0.12594113620807665
0,dog,Spayed,normal,stray,6.677618069815195
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
0,dog,Male,normal,stray,2.001368925393566
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
0,dog,Male,normal,stray,2.0670773442847366
0,cat,Unknown,under age/weight,stray,0.04106776180698152
0,cat,Unknown,under age/weight,stray,0.04106776180698152
0,cat,Male,under age/weight,stray,0.09582477754962354
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
0,dog,Female,normal,stray,3.0006844626967832
1,dog,Spayed,normal,confiscate,4
1,cat,Neutered,injured mild,stray,4
