adopted,animal_type,sex,intake_condition,intake_type,age_years,age_scaled
0,dog,Female,normal,confiscate,6.997946611909651,1.411495632246459
0,cat,Unknown,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Spayed,ill mild,stray,9.850787132101301,2.2833283779531612
0,cat,Unknown,normal,stray,0.16700889801505817,-0.6760501456213172
0,dog,Male,normal,stray,2.001368925393566,-0.11546671028207477
0,cat,Male,under age/weight,stray,0.09308692676249145,-0.6986408213737941
0,dog,Male,normal,owner surrender,0.9144421629021219,-0.44763331301293935
0,cat,Male,ill moderate,stray,0.08213552361396304,-0.7019875881519388
0,cat,Neutered,ill moderate,stray,5.1827515400410675,0.8567690387689695
0,dog,Spayed,other,owner surrender,4.810403832991102,0.7429789683120487
0,cat,Male,under age/weight,stray,0.010951403148528405,-0.7237415722098797
0,cat,Spayed,normal,welfare seized,6.997946611909651,1.411495632246459
0,cat,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Unknown,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Unknown,injured severe,stray,2.9979466119096507,0.1890890665290957
0,dog,Male,normal,stray,1.4127310061601643,-0.29535542460735403
0,cat,Male,normal,stray,0.33401779603011633,-0.62501195225461
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,dog,Female,ill mild,stray,13.998631074606434,3.5509162951754782
0,cat,Neutered,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,normal,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,fractious,stray,1.002053388090349,-0.42085917878778145
0,cat,Neutered,fractious,stray,3.0006844626967832,0.189925758223632
0,cat,Unknown,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,cat,Male,normal,stray,0.1697467488021903,-0.675213453926781
0,dog,Male,normal,stray,6.924024640657084,1.388904956493982
0,cat,Spayed,normal,owner surrender,6.997946611909651,1.411495632246459
0,reptile,Unknown,normal,stray,4.999315537303217,0.8007106952350455
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Spayed,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,normal,stray,0.8323066392881588,-0.4727340638490248
0,dog,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Male,under age/weight,stray,0.13415468856947296,-0.6860904459557513
0,dog,Neutered,normal,stray,3.802874743326489,0.43507642472273356
0,cat,Female,normal,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,under age/weight,stray,0,-0.7270883389880244
0,cat,Male,under age/weight,stray,0.13963039014373715,-0.684417062566679
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,normal,stray,1.5030800821355237,-0.26774459868766
0,cat,Neutered,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Male,normal,confiscate,2.9979466119096507,0.1890890665290957
0,cat,Spayed,other,stray,0.9938398357289527,-0.42336925387139007
0,dog,Male,normal,stray,3.978097193702943,0.48862469317304913
0,cat,Male,under age/weight,stray,0.10130047912388775,-0.6961307462901856
0,cat,Neutered,normal,stray,2.0479123887748116,-0.1012429514749597
0,cat,Neutered,under age/weight,stray,0.0027378507871321013,-0.7262516472934881
0,dog,Neutered,normal,stray,0.8350444900752909,-0.4718973721544886
0,dog,Male,normal,confiscate,3.383983572895277,0.3070625954586975
0,dog,Male,normal,stray,4,0.4953182267293386
0,rabbit,Spayed,normal,stray,0.487337440109514,-0.5781572173605838
0,dog,Female,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Spayed,injured severe,stray,4,0.4953182267293386
0,cat,Female,ill severe,stray,4,0.4953182267293386
0,dog,Male,normal,stray,0.6652977412731006,-0.523772257215732
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Neutered,normal,stray,15.827515400410677,4.109826347125648
0,dog,Male,normal,stray,3.994524298425736,0.4936448433402663
0,cat,Unknown,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Neutered,normal,owner surrender,14.830937713894592,3.8052705703144776
0,cat,Neutered,feral,stray,3.0006844626967832,0.189925758223632
0,dog,Neutered,injured severe,stray,14.16290212183436,3.601117796847649
0,cat,Male,normal,stray,0.16700889801505817,-0.6760501456213172
0,dog,Female,ill severe,stray,8,1.7177247924467018
0,cat,Neutered,ill moderate,stray,7.575633127994524,1.588037579793593
0,dog,Male,normal,stray,3.052703627652293,0.20582290041981943
0,rabbit,Neutered,normal,owner surrender,0.999315537303217,-0.42169587048231766
0,dog,Male,normal,welfare seized,0.057494866529774126,-0.7095178134027644
0,cat,Unknown,under age/weight,stray,0.024640657084188913,-0.7195581137371987
0,dog,Male,normal,confiscate,3.0006844626967832,0.189925758223632
0,cat,Male,normal,stray,0.08487337440109514,-0.7011508964574027
0,cat,Neutered,normal,stray,0.2080766598220397,-0.6634997702032744
0,guinea pig,Female,normal,confiscate,0.5037645448323066,-0.5731370671933667
0,cat,Spayed,normal,welfare seized,5.486652977412731,0.9496418168624857
0,dog,Neutered,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.010951403148528405,-0.7237415722098797
0,dog,Neutered,normal,stray,7.241615331964408,1.485961193060179
0,cat,Neutered,fractious,stray,2.078028747433265,-0.09203934283506167
0,cat,Male,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,dog,Spayed,normal,stray,14.99794661190965,3.856308763681185
0,cat,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Spayed,normal,stray,2.414784394250513,0.010873735592888779
0,dog,Spayed,injured moderate,stray,11.917864476386036,2.9150306073279793
0,cat,Spayed,feral,stray,4,0.4953182267293386
0,dog,Neutered,other,other,3.055441478439425,0.20665959211435558
0,cat,Neutered,fractious,stray,0.24914442162902123,-0.6509493947852317
0,dog,Neutered,normal,stray,4,0.4953182267293386
0,cat,Male,under age/weight,stray,0.07665982203969883,-0.7036609715410113
0,cat,Female,under age/weight,stray,0,-0.7270883389880244
0,cat,Unknown,under age/weight,stray,0.0027378507871321013,-0.7262516472934881
0,cat,Female,normal,stray,0,-0.7270883389880244
0,cat,Female,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Male,under age/weight,stray,0.019164955509924708,-0.721231497126271
0,dog,Neutered,other,stray,6.9897330595482545,1.40898555716285
0,cat,Female,normal,stray,0.16153319644079397,-0.6777235290103897
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Neutered,normal,owner surrender,6.997946611909651,1.411495632246459
0,dog,Neutered,normal,owner surrender,17.998631074606433,4.773322860892841
0,cat,Male,under age/weight,stray,0.05475701574264202,-0.7103545050973008
0,cat,Female,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Female,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Neutered,other,stray,4,0.4953182267293386
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Neutered,ill moderate,stray,12.240930869267626,3.013760227283249
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Female,normal,stray,2.414784394250513,0.010873735592888779
0,cat,Unknown,under age/weight,stray,0.01642710472279261,-0.7220681888208074
0,cat,Unknown,ill severe,stray,6.0013689253935665,1.1069398554352883
0,cat,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,cat,Spayed,feral,stray,0.34496919917864477,-0.6216651854764654
0,cat,Neutered,normal,stray,9.998631074606434,2.328509729458115
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,rabbit,Spayed,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Neutered,normal,stray,3.701574264202601,0.40411883202489474
0,cat,Spayed,injured severe,stray,1.538672142368241,-0.25686760665868963
0,cat,Neutered,injured moderate,stray,4.999315537303217,0.8007106952350455
0,cat,Female,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,cat,Spayed,under age/weight,stray,0.09034907597535935,-0.6994775130683303
0,dog,Spayed,normal,stray,11.049965776865161,2.6497993401600093
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Spayed,other,owner surrender,6.3025325119780975,1.1989759418342685
0,rabbit,Neutered,normal,owner surrender,0.35044490075290896,-0.6199918020873929
0,dog,Neutered,normal,owner surrender,1.3826146475017111,-0.3045590332472521
0,cat,Neutered,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Female,normal,owner surrender,0.837782340862423,-0.4710606804599524
0,cat,Unknown,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Male,under age/weight,stray,0.09034907597535935,-0.6994775130683303
0,dog,Female,normal,stray,0.5010266940451745,-0.5739737588879029
0,dog,Female,injured severe,stray,2.9924709103353866,0.18741568314002335
0,cat,Male,under age/weight,stray,0.03559206023271732,-0.716211346959054
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,5.757700205338809,1.032474294621568
0,dog,Neutered,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Neutered,ill mild,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Neutered,normal,other,1.998631074606434,-0.11630340197661093
0,cat,Unknown,ill mild,owner surrender,0.1697467488021903,-0.675213453926781
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,stray,4,0.4953182267293386
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,cat,Male,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,cat,Female,under age/weight,stray,0.10130047912388775,-0.6961307462901856
0,cat,Neutered,normal,stray,0.6652977412731006,-0.523772257215732
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Male,normal,owner surrender,5.278576317590692,0.8860532480777361
0,dog,Male,normal,stray,8,1.7177247924467018
0,cat,Spayed,normal,stray,0.4161533196440794,-0.5999112014185246
0,cat,Spayed,fractious,stray,0.75564681724846,-0.4961614312960379
0,cat,Male,normal,stray,0.33401779603011633,-0.62501195225461
0,dog,Male,normal,stray,2.001368925393566,-0.11546671028207477
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Female,fractious,other,7.000684462696783,1.4123323239409948
0,cat,Spayed,feral,stray,0.999315537303217,-0.42169587048231766
0,cat,Unknown,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,cat,Neutered,normal,owner surrender,1.4948665297741273,-0.2702546737712686
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Female,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Female,normal,stray,2.5845311430527036,0.06274862065413216
0,rabbit,Neutered,normal,stray,0.4188911704312115,-0.5990745097239883
0,dog,Neutered,normal,stray,0.7474332648870636,-0.49867150637964647
0,dog,Male,normal,stray,1.002053388090349,-0.42085917878778145
0,cat,Male,under age/weight,stray,0.07392197125256673,-0.7044976632355474
0,cat,Male,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,cat,Neutered,fractious,stray,4,0.4953182267293386
0,cat,Neutered,normal,stray,6.0013689253935665,1.1069398554352883
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,normal,stray,7.0746064339493495,1.4349229996934716
0,cat,Neutered,normal,owner surrender,5.9958932238193015,1.1052664720462158
0,dog,Neutered,normal,stray,11.863107460643395,2.898296773437256
0,dog,Male,normal,stray,7.000684462696783,1.4123323239409948
0,cat,Male,fractious,stray,1.998631074606434,-0.11630340197661093
0,cat,Spayed,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Female,under age/weight,stray,0.04654346338124572,-0.7128645801809093
0,dog,Spayed,normal,stray,3.997262149212868,0.49448153503480247
0,dog,Neutered,normal,stray,13.998631074606434,3.5509162951754782
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Unknown,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Male,injured mild,stray,8,1.7177247924467018
0,cat,Male,under age/weight,stray,0.10951403148528405,-0.693620671206577
0,dog,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Female,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Male,other,stray,0.08487337440109514,-0.7011508964574027
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Female,ill mild,stray,0.10130047912388775,-0.6961307462901856
0,dog,Male,other,stray,1.002053388090349,-0.42085917878778145
0,dog,Female,normal,stray,4.999315537303217,0.8007106952350455
0,dog,Female,normal,other,0,-0.7270883389880244
0,dog,Female,normal,stray,2.001368925393566,-0.11546671028207477
0,cat,Female,under age/weight,stray,0.010951403148528405,-0.7237415722098797
0,dog,Male,under age/weight,stray,0.11772758384668036,-0.6911105961229685
0,cat,Unknown,ill severe,stray,0.1697467488021903,-0.675213453926781
0,rabbit,Spayed,normal,stray,1.9520876112251881,-0.1305271607837261
0,cat,Female,ill severe,stray,7.000684462696783,1.4123323239409948
0,cat,Female,normal,stray,1.002053388090349,-0.42085917878778145
0,rabbit,Neutered,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Female,normal,welfare seized,3.4989733059548254,0.34220364662921715
0,cat,Unknown,under age/weight,stray,0.024640657084188913,-0.7195581137371987
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Unknown,ill mild,stray,0.03285420944558522,-0.7170480386535901
0,dog,Male,normal,stray,5.002053388090349,0.8015473869295816
0,dog,Male,normal,confiscate,8,1.7177247924467018
0,dog,Neutered,normal,stray,1.5003422313483916,-0.2685812903821962
0,cat,Unknown,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Male,ill severe,stray,0.4188911704312115,-0.5990745097239883
0,dog,Male,under age/weight,stray,0.12320328542094455,-0.6894372127338961
0,cat,Neutered,ill severe,stray,8,1.7177247924467018
0,cat,Male,under age/weight,stray,0.038329911019849415,-0.7153746552645178
0,cat,Neutered,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,dog,Male,normal,stray,4,0.4953182267293386
0,dog,Female,normal,owner surrender,2.4969199178644765,0.03597448642897436
0,cat,Male,under age/weight,stray,0.04380561259411362,-0.7137012718754454
0,cat,Spayed,normal,stray,1.002053388090349,-0.42085917878778145
0,cat,Male,ill severe,stray,0.16700889801505817,-0.6760501456213172
0,dog,Spayed,normal,stray,4,0.4953182267293386
0,dog,Unknown,normal,stray,0,-0.7270883389880244
0,cat,Neutered,ill mild,stray,1.998631074606434,-0.11630340197661093
0,cat,Unknown,under age/weight,stray,0.010951403148528405,-0.7237415722098797
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,other,0.5037645448323066,-0.5731370671933667
0,cat,Female,under age/weight,stray,0.13963039014373715,-0.684417062566679
0,dog,Spayed,normal,stray,2.272416153319644,-0.03263423252299274
0,cat,Spayed,normal,stray,1.995893223819302,-0.11714009367114711
0,cat,Male,under age/weight,stray,0.11498973305954825,-0.6919472878175047
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,dog,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Female,normal,stray,9.998631074606434,2.328509729458115
0,dog,Spayed,other,owner surrender,7.008898015058179,1.4148423990246035
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Neutered,ill moderate,stray,5.002053388090349,0.8015473869295816
0,cat,Unknown,under age/weight,stray,0.12594113620807665,-0.68860052103936
0,cat,Neutered,ill mild,owner surrender,2.9979466119096507,0.1890890665290957
0,dog,Male,ill severe,owner surrender,15.000684462696784,3.857145455375721
0,cat,Spayed,ill moderate,stray,1.5058179329226558,-0.26690790699312383
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,cat,Female,under age/weight,stray,0.02737850787132101,-0.7187214220426625
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Spayed,fractious,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,stray,0.33401779603011633,-0.62501195225461
0,dog,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Unknown,injured severe,stray,0.16700889801505817,-0.6760501456213172
0,dog,Female,normal,stray,4,0.4953182267293386
0,reptile,Female,normal,stray,4.991101984941821,0.7982006201514369
0,dog,Neutered,injured moderate,stray,5.065023956194388,0.8207912959039139
0,cat,Neutered,under age/weight,stray,0.03559206023271732,-0.716211346959054
0,dog,Male,normal,stray,0.6652977412731006,-0.523772257215732
0,cat,Male,under age/weight,stray,0.06023271731690623,-0.7086811217082283
0,cat,Spayed,normal,stray,1.002053388090349,-0.42085917878778145
0,cat,Unknown,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,cat,Female,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,dog,Female,normal,stray,4.999315537303217,0.8007106952350455
0,dog,Neutered,normal,stray,5.675564681724846,1.0073735437854825
0,cat,Neutered,ill mild,stray,0.03559206023271732,-0.716211346959054
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Spayed,normal,stray,7.000684462696783,1.4123323239409948
0,dog,Neutered,normal,welfare seized,8.574948665297741,1.8934300482993003
0,cat,Unknown,injured severe,stray,1.998631074606434,-0.11630340197661093
0,dog,Spayed,normal,stray,3.3949349760438055,0.31040936223684223
0,dog,Neutered,normal,owner surrender,2.0095824777549622,-0.11295663519846624
0,cat,Male,normal,stray,0.919917864476386,-0.445959929623867
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Female,normal,confiscate,0.2518822724161533,-0.6501127030906956
0,reptile,Unknown,normal,other,0.999315537303217,-0.42169587048231766
0,guinea pig,Male,normal,confiscate,0.5037645448323066,-0.5731370671933667
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Male,normal,stray,9.467488021902806,2.1661915407180956
0,cat,Spayed,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Female,ill severe,stray,0.12320328542094455,-0.6894372127338961
0,cat,Male,under age/weight,stray,0.10130047912388775,-0.6961307462901856
0,cat,Neutered,feral,stray,4,0.4953182267293386
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Male,normal,stray,9.02943189596167,2.0323208695923065
0,dog,Spayed,injured severe,owner surrender,0.9911019849418207,-0.4242059455659262
0,dog,Male,normal,stray,9.998631074606434,2.328509729458115
0,cat,Male,normal,stray,0.33401779603011633,-0.62501195225461
0,cat,Female,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,cat,Neutered,other,stray,2.9979466119096507,0.1890890665290957
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Male,ill mild,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,under age/weight,stray,0.06570841889117043,-0.707007738319156
0,cat,Spayed,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,stray,0.33401779603011633,-0.62501195225461
0,cat,Neutered,normal,stray,4,0.4953182267293386
0,cat,Spayed,injured mild,stray,2.9979466119096507,0.1890890665290957
0,cat,Unknown,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,dog,Male,normal,stray,14.001368925393566,3.551752986870014
0,dog,Male,normal,owner surrender,10.001368925393566,2.329346421152651
0,dog,Male,injured mild,stray,1.998631074606434,-0.11630340197661093
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.04380561259411362,-0.7137012718754454
0,cat,Neutered,normal,confiscate,0.999315537303217,-0.42169587048231766
0,cat,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Female,injured severe,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,ill severe,stray,8,1.7177247924467018
0,cat,Neutered,normal,stray,0.6707734428473648,-0.5220988738266595
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Female,normal,stray,0.2464065708418891,-0.6517860864797679
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,normal,stray,5.002053388090349,0.8015473869295816
0,dog,Female,normal,welfare seized,8,1.7177247924467018
0,dog,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Unknown,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,cat,Male,under age/weight,stray,0.09856262833675565,-0.6969674379847217
0,dog,Male,normal,stray,6.0013689253935665,1.1069398554352883
0,cat,Female,under age/weight,stray,0.10951403148528405,-0.693620671206577
0,dog,Neutered,other,stray,9.995893223819301,2.327673037763579
0,dog,Male,normal,stray,4,0.4953182267293386
0,cat,Spayed,under age/weight,stray,0.33401779603011633,-0.62501195225461
0,dog,Neutered,injured mild,stray,14.001368925393566,3.551752986870014
0,cat,Spayed,ill severe,stray,6.4284736481861735,1.2374637597829328
0,dog,Female,normal,welfare seized,1.002053388090349,-0.42085917878778145
0,dog,Neutered,normal,stray,4,0.4953182267293386
0,cat,Female,injured severe,stray,0.1697467488021903,-0.675213453926781
0,dog,Neutered,normal,welfare seized,2.518822724161533,0.04266801998526374
0,cat,Male,ill severe,stray,0.2518822724161533,-0.6501127030906956
0,cat,Female,normal,stray,2.001368925393566,-0.11546671028207477
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Spayed,under age/weight,stray,0.10951403148528405,-0.693620671206577
0,cat,Female,under age/weight,stray,0.049281314168377825,-0.7120278884863731
0,dog,Male,normal,stray,8.158795345653662,1.7662529107298004
0,cat,Unknown,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,normal,stray,8,1.7177247924467018
0,dog,Male,normal,stray,7.000684462696783,1.4123323239409948
0,dog,Male,under age/weight,stray,0.019164955509924708,-0.721231497126271
0,dog,Female,normal,stray,0.9965776865160849,-0.4225325621768538
0,cat,Male,under age/weight,stray,0.05475701574264202,-0.7103545050973008
0,dog,Male,ill moderate,stray,0.16153319644079397,-0.6777235290103897
0,cat,Neutered,feral,stray,3.0006844626967832,0.189925758223632
0,cat,Spayed,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,stray,0.2518822724161533,-0.6501127030906956
0,reptile,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Spayed,under age/weight,stray,0.06570841889117043,-0.707007738319156
0,cat,Male,ill severe,stray,15.000684462696784,3.857145455375721
0,dog,Neutered,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Neutered,normal,stray,4.982888432580425,0.7956905450678284
0,dog,Neutered,normal,confiscate,0.999315537303217,-0.42169587048231766
0,cat,Unknown,normal,stray,0.08487337440109514,-0.7011508964574027
0,cat,Male,under age/weight,stray,0,-0.7270883389880244
0,cat,Male,under age/weight,stray,0.09856262833675565,-0.6969674379847217
0,cat,Male,ill moderate,stray,0.16700889801505817,-0.6760501456213172
0,cat,Female,under age/weight,stray,0.01642710472279261,-0.7220681888208074
0,cat,Unknown,under age/weight,stray,0.024640657084188913,-0.7195581137371987
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Male,normal,stray,0.49828884325804246,-0.5748104505824391
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,normal,stray,7.000684462696783,1.4123323239409948
0,cat,Male,ill mild,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,0.4188911704312115,-0.5990745097239883
0,cat,Neutered,feral,stray,3.0006844626967832,0.189925758223632
0,reptile,Unknown,normal,stray,0.999315537303217,-0.42169587048231766
0,rabbit,Spayed,normal,owner surrender,5.9986310746064335,1.106103163740752
0,cat,Spayed,fractious,stray,0.999315537303217,-0.42169587048231766
0,dog,Neutered,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Male,ill moderate,stray,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,cat,Female,fractious,stray,0.1834360027378508,-0.6710299954541001
0,dog,Neutered,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,stray,0.32854209445585214,-0.6266853356436825
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Male,normal,confiscate,3.0006844626967832,0.189925758223632
0,dog,Female,normal,stray,2.0314852840520192,-0.10626310164217673
0,dog,Neutered,normal,stray,1.9849418206707734,-0.12048686044929187
0,dog,Male,normal,owner surrender,11.392197125256674,2.7543858019770324
0,dog,Neutered,normal,stray,6.997946611909651,1.411495632246459
0,rabbit,Neutered,normal,stray,0.013689253935660506,-0.7229048805153435
0,cat,Unknown,ill severe,stray,0.08487337440109514,-0.7011508964574027
0,dog,Female,normal,stray,0.837782340862423,-0.4710606804599524
0,dog,Spayed,normal,stray,10.154688569472963,2.3762011560466774
0,cat,Neutered,under age/weight,stray,0.03559206023271732,-0.716211346959054
0,dog,Spayed,normal,stray,0.7501711156741958,-0.4978348146851102
0,dog,Neutered,normal,stray,8.131416837782341,1.7578859937844387
0,cat,Spayed,fractious,stray,1.998631074606434,-0.11630340197661093
0,cat,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Male,ill mild,stray,4,0.4953182267293386
0,dog,Male,normal,other,1.0841889117043122,-0.39575842795169597
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Male,ill mild,stray,0.13141683778234087,-0.6869271376502876
0,cat,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,normal,stray,0.459958932238193,-0.5865241343059456
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Spayed,normal,stray,1.002053388090349,-0.42085917878778145
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,ill severe,owner surrender,0.024640657084188913,-0.7195581137371987
0,dog,Female,injured moderate,stray,3.0006844626967832,0.189925758223632
0,dog,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Spayed,normal,owner surrender,6.099931553730322,1.1370607564385908
0,dog,Neutered,injured severe,owner surrender,9.065023956194388,2.043197861621277
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,other,1.8234086242299794,-0.16985167042692667
0,cat,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Unknown,injured severe,stray,0.08213552361396304,-0.7019875881519388
0,cat,Male,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,cat,Female,normal,stray,0.02190280629705681,-0.7203948054317348
0,cat,Unknown,under age/weight,stray,0.07665982203969883,-0.7036609715410113
0,cat,Spayed,feral,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,injured mild,stray,0.12320328542094455,-0.6894372127338961
0,cat,Unknown,under age/weight,stray,0.06570841889117043,-0.707007738319156
0,cat,Male,under age/weight,stray,0.04654346338124572,-0.7128645801809093
0,dog,Male,normal,stray,2.001368925393566,-0.11546671028207477
